id,name,city,rating,rating_count,cuisine,cost,link
3311,Ohri's Rubaiyat,Hyderabad,3.4,100,Mughlai,300,https://www.swiggy.com/restaurants/ohris-rubaiyat-madhapur-hitec-city-hyderabad-3311
3315,Palate House Family Restaurant,Hyderabad,3.1,20,Mughlai,300,https://www.swiggy.com/restaurants/palate-house-family-restaurant-miyapur-x-road-kalapuram-basti-hyderabad-3315
3324,Srikanya,Hyderabad,4,1000,Andhra,250,https://www.swiggy.com/restaurants/srikanya-road-punjagutta-hyderabad-3324
3348,Food Junction,Delhi,3.9,20,Chinese,300,https://www.swiggy.com/restaurants/food-junction-r-block-greater-kailash-delhi-3348
3350,Moriz Nano,Bangalore,4.2,20,North Indian,500,https://www.swiggy.com/restaurants/moriz-nano-lakeview-pulikeshi-nagar-bangalore-3350
3363,Sri Narsing Bhelpuri & Juice Centre (Bogulkunta),Hyderabad,4.2,1000,Chaat,150,https://www.swiggy.com/restaurants/sri-narsing-bhelpuri-and-juice-centre-bogulkunta-tilak-road-koti-hyderabad-3363
3368,Truffles, New BEL Road,4.4,5000,American,450,https://www.swiggy.com/restaurants/truffles-jeevan-bhima-nagar-sanjaynagar-bangalore-3368
3369,Truffles,Bangalore,4.5,5000,American,450,https://www.swiggy.com/restaurants/truffles-st-marks-road-ashok-nagar-bangalore-3369
3380,Cafe Durga (Viman Nagar),Pune,4,100,South Indian,250,https://www.swiggy.com/restaurants/cafe-durga-viman-nagar-ganapati-chowk-viman-nagar-pune-3380
3381,Where Else Diner,Pune,4.6,20,American,450,https://www.swiggy.com/restaurants/where-else-diner-datta-mandir-chowk-viman-nagar-pune-3381
3383,Falahaar,Pune,4.3,500,Pizzas,250,https://www.swiggy.com/restaurants/falahaar-near-shree-krishna-viman-nagar-pune-3383
3402,Chaatimes,Bangalore,3.7,50,Chaat,150,https://www.swiggy.com/restaurants/chaatimes-1st-stage-koramangala-bangalore-3402
3404,Chaatimes,Bangalore,3.9,20,Chaat,150,https://www.swiggy.com/restaurants/chaatimes-bannerghatta-road-j-p-nagar-bangalore-3404
3405,Rolls Mania,Pune,4,100,North Indian,200,https://www.swiggy.com/restaurants/rolls-mania-shivtej-chowk-hinjewadi-pune-3405
3409,Marrakesh,Pune,4.1,500,Lebanese,300,https://www.swiggy.com/restaurants/marrakesh-landmark-shopping-complex-kalyani-nagar-pune-3409
3414,Hyderabad House (Phase 1),Pune,4.2,1000,Biryani,400,https://www.swiggy.com/restaurants/hyderabad-house-phase-1-marunji-road-hinjawadi-pune-3414
3415,Hyderabad House (Phase 3),Pune,4.2,500,Biryani,400,https://www.swiggy.com/restaurants/hyderabad-house-phase-3-near-megapolis-bus-stop-hinjawadi-pune-3415
3422,Mezza 9,Pune,4.1,100,North Indian,550,https://www.swiggy.com/restaurants/mezza-9-rgpv-it-park-hinjawadi-pune-3422
3434,Nandhini Deluxe,Bangalore,4.3,100,Andhra,500,https://www.swiggy.com/restaurants/nandhini-deluxe-st-marks-road-ashok-nagar-bangalore-3434
3435,Nandhini Deluxe,Bangalore,4.9,20,North Indian,500,https://www.swiggy.com/restaurants/nandhini-deluxe-mla-layout-ganganagar-bangalore-3435
3439,The Grub Club,Kolkata,4.3,500,Italian,400,https://www.swiggy.com/restaurants/the-grub-club-golpark-kolkata-3439
3454,Lazeez,Bangalore,4.3,500,North Indian,500,https://www.swiggy.com/restaurants/lazeez-5th-block-koramangala-bangalore-3454
3491,Kareem's,Pune,3.9,50,Mughlai,300,https://www.swiggy.com/restaurants/kareems-seasons-mall-koregaon-park-pune-3491
3502,Flavours Street,Pune,4.2,100,Beverages,150,https://www.swiggy.com/restaurants/flavours-street-fergusson-college-road-deccan-gymkhana-pune-3502
3528,Mad Momos,Pune,3.7,1000,Chinese,150,https://www.swiggy.com/restaurants/mad-momos-airport-road-wadgaon-sheri-pune-3528
3531,Marrakesh,Pune,3.9,100,Lebanese,300,https://www.swiggy.com/restaurants/marrakesh-fc-road-shivajinagar-pune-3531
3532,Eatsome,Pune,4.2,100,North Indian,250,https://www.swiggy.com/restaurants/eatsome-model-colony-shivajinagar-pune-3532
3536,Rolls Mania,Pune,4.3,100,Fast Food,200,https://www.swiggy.com/restaurants/rolls-mania-model-colony-wadarvadi-pune-3536
3544,Desi Vdesi,Bangalore,4.3,20,North Indian,200,https://www.swiggy.com/restaurants/desi-vdesi-church-street-ashok-nagar-bangalore-3544
3549,Keshav Reddy Sweets,Hyderabad,4.2,500,Sweets,150,https://www.swiggy.com/restaurants/keshav-reddy-sweets-road-no-2-banjara-hills-hyderabad-3549
3550,Keshav Reddy Sweets,Hyderabad,4.1,500,Sweets,150,https://www.swiggy.com/restaurants/keshav-reddy-sweets-khajaguda-prashant-hills-hyderabad-3550
3551,Keshav Reddy Sweets,Hyderabad,4.2,500,Sweets,150,https://www.swiggy.com/restaurants/keshav-reddy-sweets-anjaiah-nagar-gachibowli-hyderabad-3551
3563,Hot Paprika,Delhi,3.6,100,Chinese,250,https://www.swiggy.com/restaurants/hot-paprika-east-of-kailash-delhi-3563
3572,Tibbs Frankie,Bangalore,3.8,50,Snacks,200,https://www.swiggy.com/restaurants/tibbs-frankie-garudacharpalya-vimanapura-bangalore-3572
3574,Tibbs Frankie,Bangalore,4,100,Fast Food,200,https://www.swiggy.com/restaurants/tibbs-frankie-safina-plaza-shivaji-nagar-bangalore-3574
3581,Garden Cafe,Kolkata,4.4,100,Andhra,350,https://www.swiggy.com/restaurants/garden-cafe-road-alipore-kolkata-3581
3588,Balaji Snacks,Pune,3.9,1000,Snacks,150,https://www.swiggy.com/restaurants/balaji-snacks-magarpatta-hadapsar-pune-3588
3600,Krishna Snacks Bar,Kolkata,4.6,500,North Indian,300,https://www.swiggy.com/restaurants/krishna-snacks-bar-new-alipore-kolkata-3600
3608,Gupta Brothers New Alipore,Kolkata,4.1,1000,North Indian,300,https://www.swiggy.com/restaurants/gupta-brothers-new-alipore-opposite-triangular-park-new-alipore-kolkata-3608
3609,Kaati Zone Rolls & Wraps,Bangalore,4,100,Fast Food,150,https://www.swiggy.com/restaurants/kaati-zone-rolls-and-wraps-banashankari-jayanagar-bangalore-3609
3610,Tasty Bites,Bangalore,4.3,100,Maharashtrian,200,https://www.swiggy.com/restaurants/tasty-bites-jp-nagar-2nd-phase-j-p-nagar-bangalore-3610
3614,Country Oven,Hyderabad,4.2,20,Italian,150,https://www.swiggy.com/restaurants/country-oven-hitech-city-road-madhapur-hyderabad-3614
3622,Madhapur Bawarchi Restaurant,Hyderabad,3.7,1000,North Indian,400,https://www.swiggy.com/restaurants/madhapur-bawarchi-restaurant-madhapur-kavuri-hills-hyderabad-3622
3627,House of Dosas,Hyderabad,4.3,100,South Indian,200,https://www.swiggy.com/restaurants/house-of-dosas-road-no-2-banjara-hills-hyderabad-3627
3632,Mai Ki Rasoi,Hyderabad,4.4,1000,North Indian,200,https://www.swiggy.com/restaurants/mai-ki-rasoi-himayathnagar-road-basheer-bagh-hyderabad-3632
3633,Southern Mirchi,Hyderabad,4.1,100,South Indian,600,https://www.swiggy.com/restaurants/southern-mirchi-banjara-hills-hyderabad-3633
3638,Gupta Brothers -Ballygunge,Kolkata,4.3,500,North Indian,300,https://www.swiggy.com/restaurants/gupta-brothers-ballygunge-ballygunge-kolkata-3638
3639,Gupta Brothers Restaurant,Kolkata,4.1,500,North Indian,300,https://www.swiggy.com/restaurants/gupta-brothers-restaurant-ballygunge-behala-kolkata-3639
3642,Olive Mithai Shop,Hyderabad,4.5,500,Sweets,500,https://www.swiggy.com/restaurants/olive-mithai-shop-village-nizampet-hyderabad-3642
3662,Calcutta Victoria Chat House,Bangalore,3.7,100,North Indian,200,https://www.swiggy.com/restaurants/calcutta-victoria-chat-house-hmt-layout-rt-nagar-bangalore-3662
3721,The Baker's Dozen,Mumbai,4.5,100,Bakery,300,https://www.swiggy.com/restaurants/the-bakers-dozen-mahalaxmi-area-mahalaxmi-malabar-hill-mumbai-3721
3740,Leopold Cafe & Bar,Mumbai,3.9,50,Continental,1500,https://www.swiggy.com/restaurants/leopold-cafe-and-bar-colabacauseway-fort-colaba-mumbai-3740
3742,Mad Over Donuts,Mumbai,4.5,100,Desserts,200,https://www.swiggy.com/restaurants/mad-over-donuts-breach-candy-cumballa-hill-mumbai-3742
3749,Kala Burger Wala,Delhi,4.2,100,Street Food,200,https://www.swiggy.com/restaurants/kala-burger-wala-subash-nagar-subhash-nagar-delhi-3749
3752,Cafe Punjab,Delhi,4.3,50,Ice Cream,350,https://www.swiggy.com/restaurants/cafe-punjab-subhash-nagar-delhi-3752
3759,Cafe Churchill,Mumbai,4.6,100,Italian,1200,https://www.swiggy.com/restaurants/cafe-churchill-cusrow-baug-colaba-mumbai-3759
3761,Brijwasi Sweets Original Since 1946,Mumbai,4.3,100,Street Food,450,https://www.swiggy.com/restaurants/brijwasi-sweets-original-since-1946-colaba-mumbai-3761
3772,Relish,Mumbai,4.5,50,North Indian,1200,https://www.swiggy.com/restaurants/relish-churchgate-mumbai-3772
3774,Sagar Ratna,Gurgaon,3.9,20,South Indian,450,https://www.swiggy.com/restaurants/sagar-ratna-jail-road-airia-mall-gurgaon-3774
3775,210 Degrees,Mumbai,4.6,50,Desserts,300,https://www.swiggy.com/restaurants/210-degrees-churchgate-mumbai-3775
3796,Juno's Pizza - Baking Fresh Since 1974,Mumbai,4.2,500,Pizzas,500,https://www.swiggy.com/restaurants/junos-pizza-baking-fresh-since-1974-near-bhatia-hospital-mahalaxmi-malabar-hill-mumbai-3796
3805,Status Veg Restaurant,Mumbai,4.4,100,Street Food,600,https://www.swiggy.com/restaurants/status-veg-restaurant-nariman-point-fort-area-mumbai-3805
3808,Spesso Gourmet Kitchen,Mumbai,4.3,50,Italian,1200,https://www.swiggy.com/restaurants/spesso-gourmet-kitchen-nariman-point-fort-area-mumbai-3808
3813,Kimli,Kolkata,4.5,500,Chinese,600,https://www.swiggy.com/restaurants/kimli-purnadas-road-gariahat-kolkata-3813
3816,Denzong Kitchen-Golfgreen,Kolkata,4.3,100,Chinese,250,https://www.swiggy.com/restaurants/denzong-kitchen-golfgreen-tollygunge-jadavpur-kolkata-3816
3817,Aminia Restaurant - Tollygunge,Kolkata,4.3,1000,Biryani,500,https://www.swiggy.com/restaurants/aminia-restaurant-tollygunge-tollygunge-regent-park-kolkata-3817
3825,Bijoli Grill,Kolkata,4,100,Chinese,800,https://www.swiggy.com/restaurants/bijoli-grill-bhawanipur-bhowanipore-kolkata-3825
3830,Prem's,Pune,4.4,100,North Indian,1200,https://www.swiggy.com/restaurants/prems-koregaon-park-pune-3830
3836,Amrapali,Pune,4.4,100,North Indian,600,https://www.swiggy.com/restaurants/amrapali-fc-road-deccan-gymkhana-pune-3836
3854,Uncle's Chinese,Pune,4.3,1000,Chinese,400,https://www.swiggy.com/restaurants/uncles-chinese-near-bishops-school-lulla-nagar-pune-3854
3855,Uncle's Chinese,Pune,4.1,500,Chinese,350,https://www.swiggy.com/restaurants/uncles-chinese-koregaon-park-pune-3855
3856,Kimchi,Pune,4.1,500,Chinese,300,https://www.swiggy.com/restaurants/kimchi-kharadi-pune-3856
3893,Temptations,Hyderabad,4.5,100,Desserts,300,https://www.swiggy.com/restaurants/temptations-vikrampuri-colony-karkhana-hyderabad-3893
3894,The Royal Bengal Tiger Cafe,Kolkata,3.9,20,Bengali,600,https://www.swiggy.com/restaurants/the-royal-bengal-tiger-cafe-tollygunge-jadavpur-kolkata-3894
3914,Oh So Stoned,Hyderabad,3.2,100,Ice Cream,300,https://www.swiggy.com/restaurants/oh-so-stoned-vikrampuri-colony-karkhana-hyderabad-3914
3916,Grill 9,Hyderabad,3.8,5000,Biryani,400,https://www.swiggy.com/restaurants/grill-9-vikrampuri-colony-karkhana-hyderabad-3916
3919,Mujtaba Grill,Hyderabad,3.6,10000,Biryani,400,https://www.swiggy.com/restaurants/mujtaba-grill-mudfort-x-roads-karkhana-hyderabad-3919
3933,Mayabazar,Hyderabad,4,1000,Indian,500,https://www.swiggy.com/restaurants/mayabazar-vasavi-coliny-karkhana-hyderabad-3933
3945,High On Burgers,Delhi,4,100,American,200,https://www.swiggy.com/restaurants/high-on-burgers-satyaniketan-moti-bagh-delhi-3945
3948,Rajdhani,Bangalore,3.7,100,Rajasthani,400,https://www.swiggy.com/restaurants/rajdhani-central-mall-j-p-nagar-bangalore-3948
3952,Rajdhani,Bangalore,3.7,100,Rajasthani,800,https://www.swiggy.com/restaurants/rajdhani-royal-meenakshi-mall-hulimavu-bangalore-3952
3954,Rajdhani,Bangalore,3.4,100,Rajasthani,400,https://www.swiggy.com/restaurants/rajdhani-phoenix-market-city-krishnarajapura-bangalore-3954
3964,Chung Wah,Bangalore,4.3,100,Chinese,800,https://www.swiggy.com/restaurants/chung-wah-arekere-gate-panduranga-nagar-bangalore-3964
4006,High On Burgers,Delhi,4,100,Fast Food,200,https://www.swiggy.com/restaurants/high-on-burgers-amar-colony-delhi-4006
4007,Fillers- Southern Avenue,Kolkata,4.2,50,Fast Food,300,https://www.swiggy.com/restaurants/fillers-southern-avenue-jatin-bagchi-road-golpark-kolkata-4007
4036,Tandoor Restaurant,Bangalore,4.4,50,North Indian,1400,https://www.swiggy.com/restaurants/tandoor-restaurant-mg-road-ashok-nagar-bangalore-4036
4042,Shanthi Sagar,Bangalore,3.7,100,North Indian,300,https://www.swiggy.com/restaurants/shanthi-sagar-2nd-phase-j-p-nagar-bangalore-4042
4046,Sri Udupi Park,Bangalore,4.4,1000,North Indian,200,https://www.swiggy.com/restaurants/sri-udupi-park-residency-road-ashok-nagar-bangalore-4046
4051,Zest Cafe Bar,Pune,4.4,20,Chinese,250,https://www.swiggy.com/restaurants/zest-cafe-bar-ideal-chambers-kothrud-pune-4051
4059,Eatsome,Pune,4.1,500,North Indian,200,https://www.swiggy.com/restaurants/eatsome-karishma-complex-kothrud-pune-4059
4060,Taste n Twist,Pune,4,100,Fast Food,250,https://www.swiggy.com/restaurants/taste-n-twist-behind-eon-it-park-kharadi-pune-4060
4062,Rajput restaurant,Pune,4.4,100,North Indian,300,https://www.swiggy.com/restaurants/rajput-restaurant-koregaon-park-pune-4062
4064,Seven - Shawarma and Burgers,Pune,3.9,100,Lebanese,250,https://www.swiggy.com/restaurants/seven-shawarma-and-burgers-koregaon-park-pune-4064
4065,Nandu's Paratha & TND Fastfood,Pune,4,100,North Indian,200,https://www.swiggy.com/restaurants/nandus-paratha-and-tnd-fastfood-sangamvadi-pune-4065
4068,Mad Over Donuts,Pune,4.3,500,Desserts,200,https://www.swiggy.com/restaurants/mad-over-donuts-seasons-mall-hadapsar-pune-4068
4070,Mad Over Donuts,Pune,4.3,100,Desserts,200,https://www.swiggy.com/restaurants/mad-over-donuts-phoenix-market-city-mall-viman-nagar-pune-4070
4071,Pakwaan,Hyderabad,3.6,1000,Biryani,300,https://www.swiggy.com/restaurants/pakwaan-tadbund-cross-roads-bowenpally-hyderabad-4071
4086,RushHrs,Pune,4.2,500,Salads,250,https://www.swiggy.com/restaurants/rushhrs-karishma-housing-society-kothrud-pune-4086
4087,Aroma's Hyderabad House - Karve Road,Pune,4.2,1000,Biryani,400,https://www.swiggy.com/restaurants/aromas-hyderabad-house-karve-road-karve-road-erandwane-pune-4087
4095,Marrakesh,Pune,3.5,100,Lebanese,300,https://www.swiggy.com/restaurants/marrakesh-paud-road-kothrud-pune-4095
4121,Tipsy Topsy,Hyderabad,3.9,500,Chinese,250,https://www.swiggy.com/restaurants/tipsy-topsy-chaitanyapuri-dilsukhnagar-hyderabad-4121
4123,Hotel Sitara Grand - Dhanturi Group of hotels,Hyderabad,3.7,1000,Biryani,300,https://www.swiggy.com/restaurants/hotel-sitara-grand-dhanturi-group-of-hotels-kphb-phase-1-kukatpally-hyderabad-4123
4138,Grand Hotel,Hyderabad,4.1,10000,Biryani,300,https://www.swiggy.com/restaurants/grand-hotel-abids-road-koti-hyderabad-4138
4160,Hotel Brundavan Pride,Hyderabad,3.9,50,North Indian,400,https://www.swiggy.com/restaurants/hotel-brundavan-pride-dilsukhnagar-hyderabad-4160
4179,Anand Bhavan,Hyderabad,3.5,500,North Indian,150,https://www.swiggy.com/restaurants/anand-bhavan-pg-road-ramgopalpet-hyderabad-4179
4221,North Indian Bhukkads -NIB,Bangalore,3.9,500,North Indian,400,https://www.swiggy.com/restaurants/north-indian-bhukkads-nib-hbr-layout-nagavara-bangalore-4221
4245,Pizza Time,Hyderabad,4.2,100,Pizzas,200,https://www.swiggy.com/restaurants/pizza-time-alkapuri-rk-puram-road-kothapet-hyderabad-4245
4248,Hotel Swagath Grand - Dhanturi Group of Hotels,Hyderabad,3.9,1000,Biryani,300,https://www.swiggy.com/restaurants/hotel-swagath-grand-dhanturi-group-of-hotels-alkapuri-x-roads-nagole-hyderabad-4248
4252,Hotel Sitara Grand - Dhanturi Group of hotels,Hyderabad,3.8,1000,Biryani,300,https://www.swiggy.com/restaurants/hotel-sitara-grand-dhanturi-group-of-hotels-l-b-nagar-chandrapuri-colony-hyderabad-4252
4256,Nakshatra Inn Multi Cuisine Restaurant,Hyderabad,3.6,1000,Biryani,300,https://www.swiggy.com/restaurants/nakshatra-inn-multi-cuisine-restaurant-lakshmi-nagar-colony-kothapet-hyderabad-4256
4293,Sandwich Express,Pune,4,1000,Street Food,150,https://www.swiggy.com/restaurants/sandwich-express-medipoint-hospital-aundh-pune-4293
4309,Shanghai Chef,Hyderabad,3.8,100,Chinese,500,https://www.swiggy.com/restaurants/shanghai-chef-gachibowli-hyderabad-4309
4314,Sandwich Express,Pune,4.3,500,Street Food,200,https://www.swiggy.com/restaurants/sandwich-express-kalyani-nagar-koregaon-park-pune-4314
4320,Mehfil,Hyderabad,3.9,10000,Biryani,300,https://www.swiggy.com/restaurants/mehfil-narayanguda-hyderabad-4320
4326,The Burger Barn Cafe,Pune,4.2,50,American,300,https://www.swiggy.com/restaurants/the-burger-barn-cafe-shahinsha-co-op-housing-society-koregaon-park-pune-4326
4336,Mad Momos,Pune,3.6,100,Chinese,150,https://www.swiggy.com/restaurants/mad-momos-panchganga-society-behind-amanora-mall-hadapsar-pune-4336
4338,The Burger Barn Cafe,Pune,3.9,50,American,300,https://www.swiggy.com/restaurants/the-burger-barn-cafe-ghole-road-fc-road-pune-4338
4339,Roll Zone,Hyderabad,4,100,Indian,150,https://www.swiggy.com/restaurants/roll-zone-reddy-labs-cg-employees-colony-hyderabad-4339
4353,Sagar Ratna,Delhi,4,100,South Indian,450,https://www.swiggy.com/restaurants/sagar-ratna-central-market-vasant-kunj-delhi-4353
4359,Giani,Delhi,4.1,50,Ice Cream,300,https://www.swiggy.com/restaurants/giani-defence-colony-delhi-4359
4361,Giani,Delhi,4,20,Ice Cream,300,https://www.swiggy.com/restaurants/giani-amar-colony-market-amar-colony-lajpat-nagar-delhi-4361
4364,Southy,Sultanpur,3.5,100,South Indian,200,https://www.swiggy.com/restaurants/southy-koushalya-park-hauz-khas-delhi-4364
4377,The Guptas,Kolkata,3.7,50,North Indian,500,https://www.swiggy.com/restaurants/the-guptas-theatre-road-elgin-kolkata-4377
4396,Southy,Delhi,3.5,100,South Indian,200,https://www.swiggy.com/restaurants/southy-greater-kailash-gk-1-lajpat-nagar-delhi-4396
4398,KC Restaurant,Delhi,4,1000,Chinese,400,https://www.swiggy.com/restaurants/kc-restaurant-ramphal-chowk-palam-delhi-4398
4405,Southy,Delhi,3.5,100,South Indian,200,https://www.swiggy.com/restaurants/southy-hauz-khas-qutab-enclave-delhi-4405
4409,Golden Dragon,Delhi,4.1,20,Chinese,1300,https://www.swiggy.com/restaurants/golden-dragon-vasant-vihar-delhi-4409
4419,Koshe Kosha - Ripon Street,Kolkata,4.6,100,Bengali,500,https://www.swiggy.com/restaurants/koshe-kosha-ripon-street-park-street-kolkata-4419
4430,Shiraz Golden Restaurant,Kolkata,4.4,500,Biryani,500,https://www.swiggy.com/restaurants/shiraz-golden-restaurant-park-street-beniapukur-kolkata-4430
4440,De Sethi's Pick-n-carry,Delhi,3.9,50,North Indian,400,https://www.swiggy.com/restaurants/de-sethis-pick-n-carry-1-lajpat-nagar-delhi-4440
4474,34 Chowringhee Lane,Delhi,3.8,100,Fast Food,200,https://www.swiggy.com/restaurants/34-chowringhee-lane-market-amar-colony-delhi-4474
4477,34 Chowringhee Lane,Delhi,4.3,100,Fast Food,200,https://www.swiggy.com/restaurants/34-chowringhee-lane-central-market-sector-10-market-dwarka-delhi-4477
4481,Beijing Street,Delhi,3.8,100,Chinese,350,https://www.swiggy.com/restaurants/beijing-street-vasant-kunj-delhi-4481
4483,Peter Cat,Kolkata,4.3,1000,North Indian,1000,https://www.swiggy.com/restaurants/peter-cat-park-street-park-street-area-kolkata-4483
4484,Mocambo,Kolkata,4.3,500,North Indian,1500,https://www.swiggy.com/restaurants/mocambo-park-street-park-street-area-kolkata-4484
4492,Ridhi Sidhi,Kolkata,4.1,50,Street Food,350,https://www.swiggy.com/restaurants/ridhi-sidhi-lord-sinha-road-elgin-kolkata-4492
4497,Pathaan Sir,Bangalore,4,100,Fast Food,300,https://www.swiggy.com/restaurants/pathaan-sir-mico-layout-btm-2nd-stage-bangalore-4497
4507,Southy,Bikaner,3.2,100,South Indian,200,https://www.swiggy.com/restaurants/southy-sector-29-gurgaon-4507
4517,Sagar Ratna,Delhi,4.1,100,South Indian,450,https://www.swiggy.com/restaurants/sagar-ratna-sector-6-sector-6-dwarka-delhi-4517
4520,Sichuan,Bangalore,4.2,100,Chinese,500,https://www.swiggy.com/restaurants/sichuan-sector-1-hsr-layout-bangalore-4520
4530,Aqni,Bangalore,4.2,100,North Indian,400,https://www.swiggy.com/restaurants/aqni-hbr-layout-bangalore-4530
4539,Bookmythali,Hyderabad,3.5,50,North Indian,250,https://www.swiggy.com/restaurants/bookmythali-icrisat-colony-pjr-enclave-hyderabad-4539
4558,The Scoop,Kolkata,3.9,50,North Indian,400,https://www.swiggy.com/restaurants/the-scoop-sector-1-bidhannagar-kolkata-4558
4559,The Yellow Straw,Kolkata,4.4,100,Juices,200,https://www.swiggy.com/restaurants/the-yellow-straw-near-ashok-nagar-netaji-uddan-tollygunge-kolkata-4559
4560,Baskin Robbins,Kolkata,4.5,100,Ice Cream,400,https://www.swiggy.com/restaurants/baskin-robbins-sector-3-bidhannagar-kolkata-4560
4565,Kaafila,Kolkata,4.3,50,Mughlai,1600,https://www.swiggy.com/restaurants/kaafila-sector-1-bidhannagar-kolkata-4565
4575,Fly Kouzina,Kolkata,4,100,Italian,1000,https://www.swiggy.com/restaurants/fly-kouzina-sector-1-bidhannagar-kolkata-4575
4576,Gupta Brothers-Salt Lake,Kolkata,4,100,Street Food,300,https://www.swiggy.com/restaurants/gupta-brothers-salt-lake-sector-1-swimming-pool-kolkata-4576
4583,Sharma Tea(Salt Lake),Kolkata,4.1,500,Snacks,100,https://www.swiggy.com/restaurants/sharma-tea-salt-lake-sector-1-bidhannagar-kolkata-4583
4586,Koshe Kosha - Salt Lake,Kolkata,4.2,100,Bengali,500,https://www.swiggy.com/restaurants/koshe-kosha-salt-lake-sector-3-kolkata-4586
4587,Ranjan's,Kolkata,4.2,500,North Indian,200,https://www.swiggy.com/restaurants/ranjans-sector-3-bidhannagar-kolkata-4587
4597,Banana Leaf,Kolkata,4.3,500,South Indian,200,https://www.swiggy.com/restaurants/banana-leaf-salt-lake-kolkata-4597
4599,Balle Balle Dhaba,Kolkata,4.2,500,North Indian,500,https://www.swiggy.com/restaurants/balle-balle-dhaba-sector-1-bidhannagar-kolkata-4599
4600,Le Coffee Creme,Kolkata,4.4,20,Combo,600,https://www.swiggy.com/restaurants/le-coffee-creme-sector-1-bidhannagar-kolkata-4600
4603,Buzz,Kolkata,4.7,20,Chinese,500,https://www.swiggy.com/restaurants/buzz-ho-chi-minh-sarani-road-central-kolkata-kolkata-4603
4611,Zaikebaaz,Kolkata,4.1,1000,North Indian,250,https://www.swiggy.com/restaurants/zaikebaaz-near-naktala-post-office-naktala-bansdroni-kolkata-4611
4614,Crystal Restaurant,Warangal,3.8,1000,Biryani,350,https://www.swiggy.com/restaurants/crystal-restaurant-rtc-x-roads-himayatnagar-hyderabad-4614
4619,Oudh 1590 Salt Lake,Kolkata,4.3,500,Biryani,1000,https://www.swiggy.com/restaurants/oudh-1590-salt-lake-sector-1-bidhannagar-kolkata-4619
4621,Chowman-Salt Lake,Kolkata,4.4,1000,Chinese,700,https://www.swiggy.com/restaurants/chowman-salt-lake-sector-1-bidhannagar-kolkata-4621
4622,Chowman-Jadavpur,Kolkata,4.3,1000,Chinese,700,https://www.swiggy.com/restaurants/chowman-jadavpur-prince-golam-hussain-shah-road-jadavpur-kolkata-4622
4623,Chowman-Broadstreet,Kolkata,4.3,500,Chinese,700,https://www.swiggy.com/restaurants/chowman-broadstreet-ballygunge-kolkata-4623
4630,Vada Pav Wala,Hyderabad,4.2,100,Street Food,400,https://www.swiggy.com/restaurants/vada-pav-wala-kondapur-x-road-hanuman-nagar-hyderabad-4630
4675,Bagban's Chef,Pune,2.8,20,North Indian,400,https://www.swiggy.com/restaurants/bagbans-chef-kondhwa-pune-4675
4676,Bliss Bakery & Cafe,Pune,4.2,100,Desserts,350,https://www.swiggy.com/restaurants/bliss-bakery-and-cafe-salunkhe-vihar-road-kondhwa-pune-4676
4677,Rajdhani,Hyderabad,3.9,500,Rajasthani,400,https://www.swiggy.com/restaurants/rajdhani-sujana-forum-mall-kukatpally-hyderabad-4677
4689,Mainland China,Delhi,4.3,100,Chinese,1000,https://www.swiggy.com/restaurants/mainland-china-greater-kailash-delhi-4689
4693,Hawkers,Delhi,4.1,100,Chinese,450,https://www.swiggy.com/restaurants/hawkers-pocket-1-vasant-kunj-delhi-4693
4698,Flipp'd Burgers & More,Pune,4.4,100,American,250,https://www.swiggy.com/restaurants/flippd-burgers-and-more-kedari-nagar-wanowrie-pune-4698
4705,Arabian Delites,Delhi,4.1,50,Arabian,200,https://www.swiggy.com/restaurants/arabian-delites-defence-colony-delhi-4705
4714,Mister Gulati Bakers,Delhi,4.2,100,Bakery,500,https://www.swiggy.com/restaurants/mister-gulati-bakers-nehru-market-rajouri-garden-delhi-4714
4716,Mister Gulati Bakers,Delhi,4.3,100,Bakery,500,https://www.swiggy.com/restaurants/mister-gulati-bakers-dwarka-sector-7-palam-delhi-4716
4720,Otik Cake Shop,Delhi,3.8,100,Bakery,200,https://www.swiggy.com/restaurants/otik-cake-shop-rajouri-garden-delhi-4720
4725,Oh! Calcutta,Bikaner,4.3,100,Bengali,800,https://www.swiggy.com/restaurants/oh-calcutta-dlf-phase-4-gur-dlf-phase-4-gurgaon-4725
4737,Shetty's Lunch Home,Bangalore,3.4,100,North Indian,296,https://www.swiggy.com/restaurants/shettys-lunch-home-dinnur-main-road-hebbal-bangalore-4737
4739,The Grill House - Steaks & Sizzlers,Bangalore,4.3,100,American,1100,https://www.swiggy.com/restaurants/the-grill-house-steaks-and-sizzlers-kensington-point-sivanchetti-gardens-bangalore-4739
4749,Cafe Peter,Pune,4.1,100,Desserts,400,https://www.swiggy.com/restaurants/cafe-peter-anand-square-viman-nagar-pune-4749
4767,Delhi Chaap Express,Pune,4.2,100,North Indian,200,https://www.swiggy.com/restaurants/delhi-chaap-express-viman-nagar-pune-4767
4769,Nrs Cafe Nandini,Hyderabad,4.3,1000,South Indian,150,https://www.swiggy.com/restaurants/nrs-cafe-nandini-main-road-begumpet-hyderabad-4769
4772,New Kritunga Restaurant,Hyderabad,3.5,100,Biryani,500,https://www.swiggy.com/restaurants/new-kritunga-restaurant-near-dlf-building-gachibowli-hyderabad-4772
